date,curah_hujan,kecamatan
20220520,0.35,Lhoksukon
20220521,0.75,Lhoksukon
20220522,1.86,Lhoksukon
20220523,0.86,Lhoksukon
20220524,1.75,Lhoksukon
20220525,1.33,Lhoksukon
20220526,1.76,Lhoksukon
20220527,1.17,Lhoksukon
20220528,2.47,Lhoksukon
20220529,1.59,Lhoksukon
20220530,0.51,Lhoksukon
20220531,1.98,Lhoksukon
20220601,28.09,Lhoksukon
20220602,3.02,Lhoksukon
20220603,7.52,Lhoksukon
20220604,3.35,Lhoksukon
20220605,22.13,Lhoksukon
20220606,28.27,Lhoksukon
20220607,3.7,Lhoksukon
20220608,0.36,Lhoksukon
20220609,1.53,Lhoksukon
20220610,4.26,Lhoksukon
20220611,16.69,Lhoksukon
20220612,7.28,Lhoksukon
20220613,8.15,Lhoksukon
20220614,6.04,Lhoksukon
20220615,13.84,Lhoksukon
20220616,8.66,Lhoksukon
20220617,1.71,Lhoksukon
20220618,10.49,Lhoksukon
20220619,3.92,Lhoksukon
20220620,7.93,Lhoksukon
20220621,15.19,Lhoksukon
20220622,5.43,Lhoksukon
20220623,11.37,Lhoksukon
20220624,1.99,Lhoksukon
20220625,2.47,Lhoksukon
20220626,4.02,Lhoksukon
20220627,1.14,Lhoksukon
20220628,1.19,Lhoksukon
20220629,1.65,Lhoksukon
20220630,0.93,Lhoksukon
20220701,11.01,Lhoksukon
20220702,4.88,Lhoksukon
20220703,2.77,Lhoksukon
20220704,4.99,Lhoksukon
20220705,2.53,Lhoksukon
20220706,1.64,Lhoksukon
20220707,0.98,Lhoksukon
20220708,5.18,Lhoksukon
20220709,3.76,Lhoksukon
20220710,0.5,Lhoksukon
20220711,4.28,Lhoksukon
20220712,8.52,Lhoksukon
20220713,0.28,Lhoksukon
20220714,0.67,Lhoksukon
20220715,1.98,Lhoksukon
20220716,1.94,Lhoksukon
20220717,1.52,Lhoksukon
20220718,0.89,Lhoksukon
20220719,1.09,Lhoksukon
20220720,0.46,Lhoksukon
20220721,7.78,Lhoksukon
20220722,4.61,Lhoksukon
20220723,1.65,Lhoksukon
20220724,3.31,Lhoksukon
20220725,3.14,Lhoksukon
20220726,2.73,Lhoksukon
20220727,3.78,Lhoksukon
20220728,4.34,Lhoksukon
20220729,5.23,Lhoksukon
20220730,2.52,Lhoksukon
20220731,1.39,Lhoksukon
20220801,2.37,Lhoksukon
20220802,11.65,Lhoksukon
20220803,8.15,Lhoksukon
20220804,0.93,Lhoksukon
20220805,0.45,Lhoksukon
20220806,0.95,Lhoksukon
20220807,0.44,Lhoksukon
20220808,0.31,Lhoksukon
20220809,0.05,Lhoksukon
20220810,0.12,Lhoksukon
20220811,0.33,Lhoksukon
20220812,1.22,Lhoksukon
20220813,19.81,Lhoksukon
20220814,8.1,Lhoksukon
20220815,3.23,Lhoksukon
20220816,3.98,Lhoksukon
20220817,10.84,Lhoksukon
20220818,29.38,Lhoksukon
20220819,16.42,Lhoksukon
20220820,3.26,Lhoksukon
20220821,0.73,Lhoksukon
20220822,4.12,Lhoksukon
20220823,1.27,Lhoksukon
20220824,1.93,Lhoksukon
20220825,17.42,Lhoksukon
20220826,11.55,Lhoksukon
20220827,2.78,Lhoksukon
20220828,2.3,Lhoksukon
20220829,3.5,Lhoksukon
20220830,6.91,Lhoksukon
20220831,1.69,Lhoksukon
20220901,5.75,Lhoksukon
20220902,3.64,Lhoksukon
20220903,7.55,Lhoksukon
20220904,3.07,Lhoksukon
20220905,0.6,Lhoksukon
20220906,4.62,Lhoksukon
20220907,7.64,Lhoksukon
20220908,1.13,Lhoksukon
20220909,0.35,Lhoksukon
20220910,0.35,Lhoksukon
20220911,0.72,Lhoksukon
20220912,0.47,Lhoksukon
20220913,1.83,Lhoksukon
20220914,2.45,Lhoksukon
20220915,2.87,Lhoksukon
20220916,1.03,Lhoksukon
20220917,4.84,Lhoksukon
20220918,1.57,Lhoksukon
20220919,1.07,Lhoksukon
20220920,3.91,Lhoksukon
20220921,5.65,Lhoksukon
20220922,0.14,Lhoksukon
20220923,3.31,Lhoksukon
20220924,2.43,Lhoksukon
20220925,0.87,Lhoksukon
20220926,3.86,Lhoksukon
20220927,29.94,Lhoksukon
20220928,5.52,Lhoksukon
20220929,10.42,Lhoksukon
20220930,3.59,Lhoksukon
20221001,1.41,Lhoksukon
20221002,0.85,Lhoksukon
20221003,4.18,Lhoksukon
20221004,66.48,Lhoksukon
20221005,91.85,Lhoksukon
20221006,25.68,Lhoksukon
20221007,51.02,Lhoksukon
20221008,8.55,Lhoksukon
20221009,1.03,Lhoksukon
20221010,0.35,Lhoksukon
20221011,2.28,Lhoksukon
20221012,1.48,Lhoksukon
20221013,0.78,Lhoksukon
20221014,3.06,Lhoksukon
20221015,5.04,Lhoksukon
20221016,10.8,Lhoksukon
20221017,1.99,Lhoksukon
20221018,3.0,Lhoksukon
20221019,25.15,Lhoksukon
20221020,17.62,Lhoksukon
20221021,12.78,Lhoksukon
20221022,3.16,Lhoksukon
20221023,5.35,Lhoksukon
20221024,1.88,Lhoksukon
20221025,5.57,Lhoksukon
20221026,15.92,Lhoksukon
20221027,4.54,Lhoksukon
20221028,4.82,Lhoksukon
20221029,3.14,Lhoksukon
20221030,5.16,Lhoksukon
20221031,4.31,Lhoksukon
20221101,8.16,Lhoksukon
20221102,1.26,Lhoksukon
20221103,13.13,Lhoksukon
20221104,11.84,Lhoksukon
20221105,15.67,Lhoksukon
20221106,36.74,Lhoksukon
20221107,16.44,Lhoksukon
20221108,5.21,Lhoksukon
20221109,1.38,Lhoksukon
20221110,16.61,Lhoksukon
20221111,20.15,Lhoksukon
20221112,9.97,Lhoksukon
20221113,16.27,Lhoksukon
20221114,24.81,Lhoksukon
20221115,14.77,Lhoksukon
20221116,3.95,Lhoksukon
20221117,2.31,Lhoksukon
20221118,22.61,Lhoksukon
20221119,19.6,Lhoksukon
20221120,1.14,Lhoksukon
20221121,2.34,Lhoksukon
20221122,1.68,Lhoksukon
20221123,2.39,Lhoksukon
20221124,3.55,Lhoksukon
20221125,7.52,Lhoksukon
20221126,7.76,Lhoksukon
20221127,0.78,Lhoksukon
20221128,0.67,Lhoksukon
20221129,2.14,Lhoksukon
20221130,2.38,Lhoksukon
20221201,5.73,Lhoksukon
20221202,11.09,Lhoksukon
20221203,14.37,Lhoksukon
20221204,5.41,Lhoksukon
20221205,8.78,Lhoksukon
20221206,6.78,Lhoksukon
20221207,17.34,Lhoksukon
20221208,49.25,Lhoksukon
20221209,20.62,Lhoksukon
20221210,27.88,Lhoksukon
20221211,10.84,Lhoksukon
20221212,11.7,Lhoksukon
20221213,19.93,Lhoksukon
20221214,22.12,Lhoksukon
20221215,5.46,Lhoksukon
20221216,0.62,Lhoksukon
20221217,19.22,Lhoksukon
20221218,85.29,Lhoksukon
20221219,26.81,Lhoksukon
20221220,8.04,Lhoksukon
20221221,8.81,Lhoksukon
20221222,1.88,Lhoksukon
20221223,0.32,Lhoksukon
20221224,0.33,Lhoksukon
20221225,0.14,Lhoksukon
20221226,3.09,Lhoksukon
20221227,6.73,Lhoksukon
20221228,0.16,Lhoksukon
20221229,4.89,Lhoksukon
20221230,2.78,Lhoksukon
20221231,0.01,Lhoksukon
20230101,0.24,Lhoksukon
20230102,1.11,Lhoksukon
20230103,0.72,Lhoksukon
20230104,0.84,Lhoksukon
20230105,0.7,Lhoksukon
20230106,3.59,Lhoksukon
20230107,5.63,Lhoksukon
20230108,3.0,Lhoksukon
20230109,1.1,Lhoksukon
20230110,1.03,Lhoksukon
20230111,2.03,Lhoksukon
20230112,1.96,Lhoksukon
20230113,2.28,Lhoksukon
20230114,1.3,Lhoksukon
20230115,3.78,Lhoksukon
20230116,3.05,Lhoksukon
20230117,1.6,Lhoksukon
20230118,0.39,Lhoksukon
20230119,1.35,Lhoksukon
20230120,26.3,Lhoksukon
20230121,61.28,Lhoksukon
20230122,38.38,Lhoksukon
20230123,13.65,Lhoksukon
20230124,15.28,Lhoksukon
20230125,1.68,Lhoksukon
20230126,4.36,Lhoksukon
20230127,2.89,Lhoksukon
20230128,2.7,Lhoksukon
20230129,1.64,Lhoksukon
20230130,1.6,Lhoksukon
20230131,4.81,Lhoksukon
20230201,1.27,Lhoksukon
20230202,0.18,Lhoksukon
20230203,9.92,Lhoksukon
20230204,12.33,Lhoksukon
20230205,0.99,Lhoksukon
20230206,0.89,Lhoksukon
20230207,0.42,Lhoksukon
20230208,1.64,Lhoksukon
20230209,1.76,Lhoksukon
20230210,14.22,Lhoksukon
20230211,2.28,Lhoksukon
20230212,0.67,Lhoksukon
20230213,0.76,Lhoksukon
20230214,1.21,Lhoksukon
20230215,1.19,Lhoksukon
20230216,1.63,Lhoksukon
20230217,0.76,Lhoksukon
20230218,1.16,Lhoksukon
20230219,5.75,Lhoksukon
20230220,2.04,Lhoksukon
20230221,1.57,Lhoksukon
20230222,2.89,Lhoksukon
20230223,0.26,Lhoksukon
20230224,0.34,Lhoksukon
20230225,0.34,Lhoksukon
20230226,2.21,Lhoksukon
20230227,1.34,Lhoksukon
20230228,3.37,Lhoksukon
20230301,8.09,Lhoksukon
20230302,2.18,Lhoksukon
20230303,5.96,Lhoksukon
20230304,0.82,Lhoksukon
20230305,1.04,Lhoksukon
20230306,0.15,Lhoksukon
20230307,0.38,Lhoksukon
20230308,0.42,Lhoksukon
20230309,6.98,Lhoksukon
20230310,5.46,Lhoksukon
20230311,1.16,Lhoksukon
20230312,1.23,Lhoksukon
20230313,2.6,Lhoksukon
20230314,0.62,Lhoksukon
20230315,0.25,Lhoksukon
20230316,0.04,Lhoksukon
20230317,0.04,Lhoksukon
20230318,5.25,Lhoksukon
20230319,2.26,Lhoksukon
20230320,1.11,Lhoksukon
20230321,0.31,Lhoksukon
20230322,0.38,Lhoksukon
20230323,1.55,Lhoksukon
20230324,1.35,Lhoksukon
20230325,0.65,Lhoksukon
20230326,3.06,Lhoksukon
20230327,1.74,Lhoksukon
20230328,2.37,Lhoksukon
20230329,0.76,Lhoksukon
20230330,1.23,Lhoksukon
20230331,0.64,Lhoksukon
20230401,1.0,Lhoksukon
20230402,6.28,Lhoksukon
20230403,4.06,Lhoksukon
20230404,0.64,Lhoksukon
20230405,0.04,Lhoksukon
20230406,0.21,Lhoksukon
20230407,1.53,Lhoksukon
20230408,1.08,Lhoksukon
20230409,1.68,Lhoksukon
20230410,0.28,Lhoksukon
20230411,0.42,Lhoksukon
20230412,0.14,Lhoksukon
20230413,0.14,Lhoksukon
20230414,0.11,Lhoksukon
20230415,0.12,Lhoksukon
20230416,1.35,Lhoksukon
20230417,0.45,Lhoksukon
20230418,0.4,Lhoksukon
20230419,1.22,Lhoksukon
20230420,1.46,Lhoksukon
20230421,0.9,Lhoksukon
20230422,1.31,Lhoksukon
20230423,20.36,Lhoksukon
20230424,13.9,Lhoksukon
20230425,3.54,Lhoksukon
20230426,0.78,Lhoksukon
20230427,0.86,Lhoksukon
20230428,0.55,Lhoksukon
20230429,0.44,Lhoksukon
20230430,0.45,Lhoksukon
20230501,3.28,Lhoksukon
20230502,2.72,Lhoksukon
20230503,0.76,Lhoksukon
20230504,45.48,Lhoksukon
20230505,1.8,Lhoksukon
20230506,2.13,Lhoksukon
20230507,5.95,Lhoksukon
20230508,8.98,Lhoksukon
20230509,3.16,Lhoksukon
20230510,0.5,Lhoksukon
20230511,0.13,Lhoksukon
20230512,0.15,Lhoksukon
20230513,0.22,Lhoksukon
20230514,0.72,Lhoksukon
20230515,3.19,Lhoksukon
20230516,0.72,Lhoksukon
20230517,1.96,Lhoksukon
20230518,43.63,Lhoksukon
20230519,18.12,Lhoksukon
20230520,2.13,Lhoksukon
20230521,1.81,Lhoksukon
20230522,2.37,Lhoksukon
20230523,1.58,Lhoksukon
20230524,3.34,Lhoksukon
20230525,6.52,Lhoksukon
20230526,7.13,Lhoksukon
20230527,1.35,Lhoksukon
20230528,0.51,Lhoksukon
20230529,3.23,Lhoksukon
20230530,3.78,Lhoksukon
20230531,3.04,Lhoksukon
20230601,0.49,Lhoksukon
20230602,1.06,Lhoksukon
20230603,6.25,Lhoksukon
20230604,1.17,Lhoksukon
20230605,2.87,Lhoksukon
20230606,6.6,Lhoksukon
20230607,0.42,Lhoksukon
20230608,0.63,Lhoksukon
20230609,1.13,Lhoksukon
20230610,11.73,Lhoksukon
20230611,4.1,Lhoksukon
20230612,1.22,Lhoksukon
20230613,1.24,Lhoksukon
20230614,0.37,Lhoksukon
20230615,7.8,Lhoksukon
20230616,2.35,Lhoksukon
20230617,4.45,Lhoksukon
20230618,5.18,Lhoksukon
20230619,0.08,Lhoksukon
20230620,0.11,Lhoksukon
20230621,0.26,Lhoksukon
20230622,2.52,Lhoksukon
20230623,0.74,Lhoksukon
20230624,0.1,Lhoksukon
20230625,2.87,Lhoksukon
20230626,6.13,Lhoksukon
20230627,38.12,Lhoksukon
20230628,29.07,Lhoksukon
20230629,19.56,Lhoksukon
20230630,20.38,Lhoksukon
20230701,3.25,Lhoksukon
20230702,1.19,Lhoksukon
20230703,1.73,Lhoksukon
20230704,0.71,Lhoksukon
20230705,0.77,Lhoksukon
20230706,0.39,Lhoksukon
20230707,0.82,Lhoksukon
20230708,3.21,Lhoksukon
20230709,2.7,Lhoksukon
20230710,15.53,Lhoksukon
20230711,6.88,Lhoksukon
20230712,1.33,Lhoksukon
20230713,1.9,Lhoksukon
20230714,2.31,Lhoksukon
20230715,1.17,Lhoksukon
20230716,0.62,Lhoksukon
20230717,1.14,Lhoksukon
20230718,12.95,Lhoksukon
20230719,8.84,Lhoksukon
20230720,1.31,Lhoksukon
20230721,0.45,Lhoksukon
20230722,0.92,Lhoksukon
20230723,0.14,Lhoksukon
20230724,0.15,Lhoksukon
20230725,2.59,Lhoksukon
20230726,1.89,Lhoksukon
20230727,1.13,Lhoksukon
20230728,0.6,Lhoksukon
20230729,2.74,Lhoksukon
20230730,6.42,Lhoksukon
20230731,18.45,Lhoksukon
20230801,2.2,Lhoksukon
20230802,0.53,Lhoksukon
20230803,0.28,Lhoksukon
20230804,1.11,Lhoksukon
20230805,0.57,Lhoksukon
20230806,0.47,Lhoksukon
20230807,24.99,Lhoksukon
20230808,5.0,Lhoksukon
20230809,4.5,Lhoksukon
20230810,0.38,Lhoksukon
20230811,1.78,Lhoksukon
20230812,3.24,Lhoksukon
20230813,6.15,Lhoksukon
20230814,4.55,Lhoksukon
20230815,2.75,Lhoksukon
20230816,3.98,Lhoksukon
20230817,5.26,Lhoksukon
20230818,3.68,Lhoksukon
20230819,0.48,Lhoksukon
20230820,0.53,Lhoksukon
20230821,52.45,Lhoksukon
20230822,13.66,Lhoksukon
20230823,3.41,Lhoksukon
20230824,0.74,Lhoksukon
20230825,5.98,Lhoksukon
20230826,3.42,Lhoksukon
20230827,0.33,Lhoksukon
20230828,0.58,Lhoksukon
20230829,7.2,Lhoksukon
20230830,5.68,Lhoksukon
20230831,6.91,Lhoksukon
20230901,4.28,Lhoksukon
20230902,1.58,Lhoksukon
20230903,12.26,Lhoksukon
20230904,13.74,Lhoksukon
20230905,5.65,Lhoksukon
20230906,0.39,Lhoksukon
20230907,0.38,Lhoksukon
20230908,0.61,Lhoksukon
20230909,1.38,Lhoksukon
20230910,5.5,Lhoksukon
20230911,2.48,Lhoksukon
20230912,1.11,Lhoksukon
20230913,2.06,Lhoksukon
20230914,2.37,Lhoksukon
20230915,3.19,Lhoksukon
20230916,18.42,Lhoksukon
20230917,6.76,Lhoksukon
20230918,1.98,Lhoksukon
20230919,2.83,Lhoksukon
20230920,13.41,Lhoksukon
20230921,5.87,Lhoksukon
20230922,8.89,Lhoksukon
20230923,54.35,Lhoksukon
20230924,3.4,Lhoksukon
20230925,4.89,Lhoksukon
20230926,2.56,Lhoksukon
20230927,3.89,Lhoksukon
20230928,0.72,Lhoksukon
20230929,1.77,Lhoksukon
20230930,0.36,Lhoksukon
20231001,6.62,Lhoksukon
20231002,8.68,Lhoksukon
20231003,3.42,Lhoksukon
20231004,8.76,Lhoksukon
20231005,33.71,Lhoksukon
20231006,10.63,Lhoksukon
20231007,4.95,Lhoksukon
20231008,8.97,Lhoksukon
20231009,6.24,Lhoksukon
20231010,5.49,Lhoksukon
20231011,3.1,Lhoksukon
20231012,1.43,Lhoksukon
20231013,10.09,Lhoksukon
20231014,7.26,Lhoksukon
20231015,3.8,Lhoksukon
20231016,4.6,Lhoksukon
20231017,4.37,Lhoksukon
20231018,1.76,Lhoksukon
20231019,2.9,Lhoksukon
20231020,6.6,Lhoksukon
20231021,0.96,Lhoksukon
20231022,10.15,Lhoksukon
20231023,7.54,Lhoksukon
20231024,8.21,Lhoksukon
20231025,5.95,Lhoksukon
20231026,6.96,Lhoksukon
20231027,5.08,Lhoksukon
20231028,5.65,Lhoksukon
20231029,8.09,Lhoksukon
20231030,4.44,Lhoksukon
20231031,4.97,Lhoksukon
20231101,58.97,Lhoksukon
20231102,18.83,Lhoksukon
20231103,0.99,Lhoksukon
20231104,1.52,Lhoksukon
20231105,2.08,Lhoksukon
20231106,3.94,Lhoksukon
20231107,3.6,Lhoksukon
20231108,3.74,Lhoksukon
20231109,7.52,Lhoksukon
20231110,3.88,Lhoksukon
20231111,9.99,Lhoksukon
20231112,3.54,Lhoksukon
20231113,4.44,Lhoksukon
20231114,2.83,Lhoksukon
20231115,10.63,Lhoksukon
20231116,3.76,Lhoksukon
20231117,4.23,Lhoksukon
20231118,2.79,Lhoksukon
20231119,4.48,Lhoksukon
20231120,3.21,Lhoksukon
20231121,5.6,Lhoksukon
20231122,1.06,Lhoksukon
20231123,5.94,Lhoksukon
20231124,4.63,Lhoksukon
20231125,22.58,Lhoksukon
20231126,8.46,Lhoksukon
20231127,18.03,Lhoksukon
20231128,13.82,Lhoksukon
20231129,25.23,Lhoksukon
20231130,10.95,Lhoksukon
20231201,29.32,Lhoksukon
20231202,18.47,Lhoksukon
20231203,1.63,Lhoksukon
20231204,12.99,Lhoksukon
20231205,19.45,Lhoksukon
20231206,2.77,Lhoksukon
20231207,2.13,Lhoksukon
20231208,0.88,Lhoksukon
20231209,3.34,Lhoksukon
20231210,3.45,Lhoksukon
20231211,3.33,Lhoksukon
20231212,2.48,Lhoksukon
20231213,1.6,Lhoksukon
20231214,2.26,Lhoksukon
20231215,16.78,Lhoksukon
20231216,2.25,Lhoksukon
20231217,1.3,Lhoksukon
20231218,1.83,Lhoksukon
20231219,0.64,Lhoksukon
20231220,1.73,Lhoksukon
20231221,0.96,Lhoksukon
20231222,1.98,Lhoksukon
20231223,10.14,Lhoksukon
20231224,72.28,Lhoksukon
20231225,109.25,Lhoksukon
20231226,10.58,Lhoksukon
20231227,1.38,Lhoksukon
20231228,7.72,Lhoksukon
20231229,6.72,Lhoksukon
20231230,5.12,Lhoksukon
20231231,4.15,Lhoksukon
20240101,1.79,Lhoksukon
20240102,4.33,Lhoksukon
20240103,0.77,Lhoksukon
20240104,0.4,Lhoksukon
20240105,2.97,Lhoksukon
20240106,2.39,Lhoksukon
20240107,4.99,Lhoksukon
20240108,6.55,Lhoksukon
20240109,6.31,Lhoksukon
20240110,1.46,Lhoksukon
20240111,0.55,Lhoksukon
20240112,0.09,Lhoksukon
20240113,0.07,Lhoksukon
20240114,0.17,Lhoksukon
20240115,0.16,Lhoksukon
20240116,3.77,Lhoksukon
20240117,6.5,Lhoksukon
20240118,2.08,Lhoksukon
20240119,0.86,Lhoksukon
20240120,1.17,Lhoksukon
20240121,0.54,Lhoksukon
20240122,0.32,Lhoksukon
20240123,0.73,Lhoksukon
20240124,0.65,Lhoksukon
20240125,12.45,Lhoksukon
20240126,4.04,Lhoksukon
20240127,2.18,Lhoksukon
20240128,2.92,Lhoksukon
20240129,2.02,Lhoksukon
20240130,0.39,Lhoksukon
20240131,0.06,Lhoksukon
20240201,0.05,Lhoksukon
20240202,0.1,Lhoksukon
20240203,0.06,Lhoksukon
20240204,0.72,Lhoksukon
20240205,2.35,Lhoksukon
20240206,0.3,Lhoksukon
20240207,0.1,Lhoksukon
20240208,0.35,Lhoksukon
20240209,0.61,Lhoksukon
20240210,0.37,Lhoksukon
20240211,1.23,Lhoksukon
20240212,3.52,Lhoksukon
20240213,0.81,Lhoksukon
20240214,1.23,Lhoksukon
20240215,2.55,Lhoksukon
20240216,2.05,Lhoksukon
20240217,0.79,Lhoksukon
20240218,3.0,Lhoksukon
20240219,4.71,Lhoksukon
20240220,1.46,Lhoksukon
20240221,0.5,Lhoksukon
20240222,0.88,Lhoksukon
20240223,2.53,Lhoksukon
20240224,0.59,Lhoksukon
20240225,0.07,Lhoksukon
20240226,0.1,Lhoksukon
20240227,0.1,Lhoksukon
20240228,0.19,Lhoksukon
20240229,4.51,Lhoksukon
20240301,0.43,Lhoksukon
20240302,0.27,Lhoksukon
20240303,1.38,Lhoksukon
20240304,1.1,Lhoksukon
20240305,1.32,Lhoksukon
20240306,0.23,Lhoksukon
20240307,2.8,Lhoksukon
20240308,3.77,Lhoksukon
20240309,1.43,Lhoksukon
20240310,0.73,Lhoksukon
20240311,0.07,Lhoksukon
20240312,0.0,Lhoksukon
20240313,0.01,Lhoksukon
20240314,0.25,Lhoksukon
20240315,0.56,Lhoksukon
20240316,0.64,Lhoksukon
20240317,0.1,Lhoksukon
20240318,0.24,Lhoksukon
20240319,0.54,Lhoksukon
20240320,4.43,Lhoksukon
20240321,0.71,Lhoksukon
20240322,0.56,Lhoksukon
20240323,0.35,Lhoksukon
20240324,0.13,Lhoksukon
20240325,1.08,Lhoksukon
20240326,0.4,Lhoksukon
20240327,6.43,Lhoksukon
20240328,5.8,Lhoksukon
20240329,3.9,Lhoksukon
20240330,3.79,Lhoksukon
20240331,1.82,Lhoksukon
20240401,1.54,Lhoksukon
20240402,2.43,Lhoksukon
20240403,1.92,Lhoksukon
20240404,0.53,Lhoksukon
20240405,1.0,Lhoksukon
20240406,0.38,Lhoksukon
20240407,0.02,Lhoksukon
20240408,0.71,Lhoksukon
20240409,1.96,Lhoksukon
20240410,2.52,Lhoksukon
20240411,0.88,Lhoksukon
20240412,0.54,Lhoksukon
20240413,2.31,Lhoksukon
20240414,1.36,Lhoksukon
20240415,2.9,Lhoksukon
20240416,9.86,Lhoksukon
20240417,3.79,Lhoksukon
20240418,16.22,Lhoksukon
20240419,32.53,Lhoksukon
20240420,15.35,Lhoksukon
20240421,0.46,Lhoksukon
20240422,0.68,Lhoksukon
20240423,0.39,Lhoksukon
20240424,2.22,Lhoksukon
20240425,1.97,Lhoksukon
20240426,0.32,Lhoksukon
20240427,0.94,Lhoksukon
20240428,2.19,Lhoksukon
20240429,0.99,Lhoksukon
20240430,0.76,Lhoksukon
20240501,1.05,Lhoksukon
20240502,1.68,Lhoksukon
20240503,6.94,Lhoksukon
20240504,8.54,Lhoksukon
20240505,0.3,Lhoksukon
20240506,2.96,Lhoksukon
20240507,2.81,Lhoksukon
20240508,0.47,Lhoksukon
20240509,0.24,Lhoksukon
20240510,1.56,Lhoksukon
20240511,1.77,Lhoksukon
20240512,14.8,Lhoksukon
20240513,1.09,Lhoksukon
20240514,0.51,Lhoksukon
20240515,4.19,Lhoksukon
20240516,6.62,Lhoksukon
20240517,7.41,Lhoksukon
20240518,9.88,Lhoksukon
20240519,30.76,Lhoksukon
20240520,6.92,Lhoksukon
20240521,42.73,Lhoksukon
20240522,19.1,Lhoksukon
20240523,1.48,Lhoksukon
20240524,0.81,Lhoksukon
20240525,0.66,Lhoksukon
20240526,0.9,Lhoksukon
20240527,0.92,Lhoksukon
20240528,20.46,Lhoksukon
20240529,0.82,Lhoksukon
20240530,1.22,Lhoksukon
20240531,7.37,Lhoksukon
20240601,1.43,Lhoksukon
20240602,1.15,Lhoksukon
20240603,1.39,Lhoksukon
20240604,0.36,Lhoksukon
20240605,1.67,Lhoksukon
20240606,1.44,Lhoksukon
20240607,1.31,Lhoksukon
20240608,0.47,Lhoksukon
20240609,0.33,Lhoksukon
20240610,0.92,Lhoksukon
20240611,0.15,Lhoksukon
20240612,5.33,Lhoksukon
20240613,4.09,Lhoksukon
20240614,1.0,Lhoksukon
20240615,17.24,Lhoksukon
20240616,7.03,Lhoksukon
20240617,3.15,Lhoksukon
20240618,1.04,Lhoksukon
20240619,4.5,Lhoksukon
20240620,2.37,Lhoksukon
20240621,2.8,Lhoksukon
20240622,4.41,Lhoksukon
20240623,7.74,Lhoksukon
20240624,12.92,Lhoksukon
20240625,6.08,Lhoksukon
20240626,1.79,Lhoksukon
20240627,59.95,Lhoksukon
20240628,6.43,Lhoksukon
20240629,1.9,Lhoksukon
20240630,17.27,Lhoksukon
20240701,0.8,Lhoksukon
20240702,0.51,Lhoksukon
20240703,0.78,Lhoksukon
20240704,5.75,Lhoksukon
20240705,0.66,Lhoksukon
20240706,0.76,Lhoksukon
20240707,1.48,Lhoksukon
20240708,0.28,Lhoksukon
20240709,1.79,Lhoksukon
20240710,4.43,Lhoksukon
20240711,4.17,Lhoksukon
20240712,0.96,Lhoksukon
20240713,0.54,Lhoksukon
20240714,1.22,Lhoksukon
20240715,0.89,Lhoksukon
20240716,1.06,Lhoksukon
20240717,1.09,Lhoksukon
20240718,8.28,Lhoksukon
20240719,3.0,Lhoksukon
20240720,0.8,Lhoksukon
20240721,0.21,Lhoksukon
20240722,0.1,Lhoksukon
20240723,0.28,Lhoksukon
20240724,0.12,Lhoksukon
20240725,0.24,Lhoksukon
20240726,0.43,Lhoksukon
20240727,0.43,Lhoksukon
20240728,13.02,Lhoksukon
20240729,6.05,Lhoksukon
20240730,1.27,Lhoksukon
20240731,22.57,Lhoksukon
20240801,17.89,Lhoksukon
20240802,0.8,Lhoksukon
20240803,13.33,Lhoksukon
20240804,9.05,Lhoksukon
20240805,16.94,Lhoksukon
20240806,10.0,Lhoksukon
20240807,0.84,Lhoksukon
20240808,1.12,Lhoksukon
20240809,22.1,Lhoksukon
20240810,20.29,Lhoksukon
20240811,3.34,Lhoksukon
20240812,0.57,Lhoksukon
20240813,0.49,Lhoksukon
20240814,0.71,Lhoksukon
20240815,1.58,Lhoksukon
20240816,2.18,Lhoksukon
20240817,2.9,Lhoksukon
20240818,6.23,Lhoksukon
20240819,2.18,Lhoksukon
20240820,4.21,Lhoksukon
20240821,4.32,Lhoksukon
20240822,5.13,Lhoksukon
20240823,10.17,Lhoksukon
20240824,3.82,Lhoksukon
20240825,5.06,Lhoksukon
20240826,10.14,Lhoksukon
20240827,15.66,Lhoksukon
20240828,6.75,Lhoksukon
20240829,0.88,Lhoksukon
20240830,1.37,Lhoksukon
20240831,1.44,Lhoksukon
20240901,0.94,Lhoksukon
20240902,114.79,Lhoksukon
20240903,37.71,Lhoksukon
20240904,1.07,Lhoksukon
20240905,1.13,Lhoksukon
20240906,3.5,Lhoksukon
20240907,2.45,Lhoksukon
20240908,8.08,Lhoksukon
20240909,0.8,Lhoksukon
20240910,0.87,Lhoksukon
20240911,3.58,Lhoksukon
20240912,1.86,Lhoksukon
20240913,2.48,Lhoksukon
20240914,90.96,Lhoksukon
20240915,1.73,Lhoksukon
20240916,10.59,Lhoksukon
20240917,9.88,Lhoksukon
20240918,1.32,Lhoksukon
20240919,2.28,Lhoksukon
20240920,5.22,Lhoksukon
20240921,0.64,Lhoksukon
20240922,1.47,Lhoksukon
20240923,2.49,Lhoksukon
20240924,4.81,Lhoksukon
20240925,1.75,Lhoksukon
20240926,0.78,Lhoksukon
20240927,2.05,Lhoksukon
20240928,3.35,Lhoksukon
20240929,1.68,Lhoksukon
20240930,1.07,Lhoksukon
20241001,0.68,Lhoksukon
20241002,5.91,Lhoksukon
20241003,8.56,Lhoksukon
20241004,8.31,Lhoksukon
20241005,12.59,Lhoksukon
20241006,19.78,Lhoksukon
20241007,5.74,Lhoksukon
20241008,8.71,Lhoksukon
20241009,4.61,Lhoksukon
